,name,date,votes,all_votes,winner,win_difference
11768,"windstraw making biscuits (also, wearing her original bandana from her ref sheet cuz it's cute!)",2021-09-06 04:00:32.176678542+00:00,9,22,False,0
3830,mrs nibbly steals the kiss with sythe under the magic mistletoe from scarlet.,2018-11-18 21:02:03.248951741+00:00,9,62,False,0
3906,twokinds characters dressed up as fighters from super smash bros.,2018-11-25 21:01:21.296392750+00:00,9,47,False,0
3921,lap dog: after a hard day working sam relaxes sitting on the couch with colin lying across her lap.,2018-11-25 22:27:43.013983410+00:00,9,43,False,0
11920,"windstraw making biscuits (also, wearing her original bandana from her ref sheet cuz it's cute!)",2021-09-20 00:07:54.659111387+00:00,9,29,False,0
9756,sam and colin going on there first date together.,2021-01-10 21:09:37.664629091+00:00,9,28,False,0
8881,"tk history: sythe's first summer living in a human village, as described in page 828.",2020-10-11 22:17:56.637093837+00:00,9,29,False,0
2412,cast auditions to twokinds the movie,2018-03-04 23:25:24.567696766+00:00,9,46,False,0
12432,red has to apologize to the chimera. he has to invite her to buy clothes with the girls,2021-11-15 02:19:22.778723592+00:00,9,26,False,0
3881,krystal in full assault gear ready for combat,2018-11-19 01:53:09.832420605+00:00,9,36,False,0
3567,sealeen spikes edinmire's water with her transformation potions.,2018-09-17 00:49:23.527949848+00:00,9,42,False,0
32,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-11-22 03:31:43.409829789+00:00,9,23,False,0
3946,what if: sealeen & lynn family portrait,2018-11-26 00:54:03.366622912+00:00,9,35,False,0
3434,happy families au: a proud mary and euchre play with their new daughter.,2018-08-19 23:29:28.163445356+00:00,9,43,False,0
2739,main cast as kids in a classroom learning the differences of each race.,2018-04-22 22:27:00.794957776+00:00,9,56,False,0
4921,mrs nibbly as a human,2019-04-14 20:02:02.309131876+00:00,9,53,False,0
4916,nibbly has secretly been tending to a bouquet of precious baby squirrelies. sythe finds out.,2019-04-14 20:02:02.309131876+00:00,9,44,False,0
2725,"colin trying to be smooth in an attempt to charm the viewer, but fails to think of a decent line",2018-04-22 21:06:51.442478732+00:00,9,61,False,0
2508,dust: an elysian tail: dust accidentally turned into a nimbat.,2018-03-18 21:03:47.290381912+00:00,9,54,False,0
2529,team a as a tank crew.,2018-03-18 22:53:24.968323938+00:00,9,49,False,0
3646,"michelle & evalyn try on clothes while shopping, clothes end up being too small.",2018-10-14 22:31:16.396168483+00:00,9,36,False,0
11722,erilas doing the jackopose trend,2021-09-06 01:03:22.428715979+00:00,9,25,False,0
4871,cathleen telling cornelius she’s pregnant ,2019-04-07 23:15:36.110761204+00:00,9,46,False,0
5192,"a tigress noble joins two male human cartographers map out the tiger territory, similar to lewis and clark with sacajawea.",2019-05-13 01:19:50.884795336+00:00,9,20,False,0
11296,amelia rewards windstraw's hard work at the tavern with some vigorous petting!,2021-06-21 03:57:26.646072361+00:00,9,27,False,0
12250,the modern trio visit mekkan's greatest natural wonder.,2021-11-07 21:41:39.711915110+00:00,9,30,False,0
4474,panda/red panda keidran,2019-02-11 01:08:40.685167559+00:00,9,45,False,0
4890,euchre reference sheet.,2019-04-08 00:52:05.462310872+00:00,9,44,False,0
10760,the biological differences of mekkan's 3 main species.,2021-05-16 21:44:19.145160565+00:00,9,31,False,0
368,the modern trio visit a christmas market.,2021-12-20 04:01:12.673741185+00:00,9,24,False,0
4465,"collar switch, mrs nibbly and sythe, but sythe put the collar on and now is as big as mrs nibbly",2019-02-10 22:39:46.872481557+00:00,9,45,False,0
12082,twokinds halloween 2012 redux,2021-10-04 00:26:54.467537306+00:00,9,20,False,0
410,twokinds characters wearing merchandise from major colleges that their species is a mascot of,2017-03-26 22:34:34.531535468+00:00,9,41,False,0
7850,"growing accustomed to her new form and appetite, the snow leopardess explorer enjoys a relaxing swim and snack from the villages sacred koi pond. ",2020-07-05 22:51:21.383213788+00:00,9,23,False,0
1381,"red turned into a canine keidran and (tummy rub, scratched behind the ear, etc.) where one of his legs kicks.",2017-09-18 00:20:58.303190348+00:00,9,46,False,0
8068,"dog keidrans playing poker, featuring colin. brutus has the perfect poker face, and has most of the winnings for it.",2020-08-02 23:18:11.000629534+00:00,9,18,False,0
987,triplets in the masquerade at the beach to keep it summer-themed.,2017-07-09 22:09:12.800429657+00:00,9,59,False,0
3165,does adira have a sister?,2018-06-24 22:52:43.225474232+00:00,9,62,False,0
2027,"sythe tries to fix his ""stupid"" ponytail by changing to a mullet",2018-01-08 00:55:02.466771923+00:00,9,40,False,0
1339,group b pixie pranks: sythe and maren get body swapped,2017-09-11 00:39:54.289772470+00:00,9,43,False,0
1705,"wolf terrorist in a guy fawkes mask. remember, remember the fifth of november.",2017-11-05 22:28:49.338443329+00:00,9,56,False,0
7808,the explorers study ancient wall paintings in company of tigress.,2020-06-22 00:57:07.820330030+00:00,9,15,False,0
6901,the solider from basitin flirting learning how to properly flirt with a basitin.,2020-04-05 22:53:34.275536392+00:00,9,18,False,0
6694,squirelfied maren sequel: maren runs off with everyone else's clothes.,2020-03-15 21:25:37.810727146+00:00,9,22,False,0
1916,sythe and maren strolling through a park holding hands on a cold wintry night.,2017-12-10 23:59:31.185977806+00:00,9,41,False,0
5332,anthro nibbly and sythe getting married,2019-07-14 22:20:39.951140685+00:00,9,27,False,0
908,several characters get their top and bottom halves swapped with one another.,2017-06-25 19:38:15.280507769+00:00,9,47,False,0
1722,"karen and maren, a not so normal day in the tavern. because lizardfolk cleric happened/walks in.",2017-11-05 23:41:15.188261834+00:00,9,45,False,0
7604,sam and colin switch species. and both of them are really shocked about it.,2020-06-08 00:29:37.777637370+00:00,9,20,False,0
1039,stargate meets twokinds,2017-07-16 22:59:00.818940323+00:00,9,31,False,0
1734,adira posing for a surprised nature documentary crew.,2017-11-06 00:53:52.889014155+00:00,9,47,False,0
1581,wrinry finally convinced to wear cloths to disastrous results.,2017-10-16 22:42:14.504847455+00:00,9,47,False,0
6515,karen teases maren about her crush on sythe while she is denying it,2020-02-23 21:16:44.891912683+00:00,9,19,False,0
6582,"sythe in regalia providing diplomatic relations ""advice"" to the basitin trio. lynn is studiously taking notes, but the other two are more suspicious.",2020-02-24 02:36:52.540272079+00:00,9,21,False,0
4346,alternate ending of magical mishaps p.4 karen manages to put the collar on,2019-01-20 22:44:03.507363911+00:00,9,62,False,0
7131,snow leopard village explorer tries to entice her snow leopard crush by getting re-transformed,2020-04-20 01:34:22.720060450+00:00,9,20,False,0
1840,the main group as dragons.,2017-11-19 23:22:03.372882825+00:00,9,46,False,0
9606,"the cast of twokinds doing the peanuts christmas dance from ""merry christmas charlie brown""",2020-12-21 01:06:09.453252342+00:00,9,18,False,0
8414,a dentist's nightmare. dragon comes in for dental check-up,2020-08-24 02:02:47.368074741+00:00,9,23,False,0
2935,daniels' nightmare: realizing he forgot to wear clothes to his wedding (to therie),2018-05-20 21:10:33.311171021+00:00,9,49,False,0
1540,renamon posing for a painting done by eric.,2017-10-08 23:35:18.120786584+00:00,9,34,False,0
6814,eric ref sheet,2020-03-22 21:26:18.542548294+00:00,8,20,False,0
688,sythe snoozing in a field of flowers with nibbly,2017-05-21 19:39:13.796519062+00:00,8,71,False,0
2493,the female main character from the halfkind comic returns!,2018-03-18 19:59:43.494371184+00:00,8,48,False,0
685,templar airship (existence totally confirmed on pg34),2017-05-21 19:39:13.796519062+00:00,8,61,False,0
697,diplomat sythe regrets his life choices as he is buried in paperwork.,2017-05-21 21:12:45.581820782+00:00,8,69,False,0
652,adira mothers day gift,2017-05-14 22:23:48.194370767+00:00,8,51,False,0
2762,"everyone’s winter coats have started shedding off, now everything is coated in a layer of fur",2018-04-22 23:54:33.127622235+00:00,8,38,False,0
5034,"a tigress noble joins two male human cartographers map out the tiger territory, similar to lewis and clark with sacajawea. possible journal entry of the human explorers.",2019-04-22 01:36:42.220640701+00:00,8,58,False,0
1097,female characters back fur patterns,2017-07-30 22:57:43.397246745+00:00,8,49,False,0
2234,nibbly gets a small pile of acorns and is ecstatic.,2018-02-05 00:02:59.133891030+00:00,8,39,False,0
1051,group a at the beach since it is summer,2017-07-17 00:57:17.838166493+00:00,8,33,False,0
8263,sythe stuck in a zoo as an exhibit.,2020-08-16 22:34:35.164541116+00:00,8,24,False,0
4195,(sam & colin watch tv followup) sam&colin meet their favorite 2k actors. sam fangirls out.,2019-01-06 21:02:45.352787166+00:00,8,48,False,0
11630,roberto reference sheet!,2021-07-19 00:38:39.758861199+00:00,8,23,False,0
2650,"sealeen tries to use her potions to brew coffee for landen, but it goes horribly wrong.",2018-04-15 20:04:28.540722771+00:00,8,63,False,0
750,wrinry getting here wings back.,2017-06-05 01:50:14.107903050+00:00,8,37,False,0
2681,kei is turned into a wolf keidran and is arrested by his own men.,2018-04-15 22:07:50.650701556+00:00,8,83,False,0
118,"the northern basitin huntress finally has the artic wolf for dinner, with him sitting at a table with some dinner and other basitin around the table her beside him. ",2021-12-06 02:08:43.772091416+00:00,8,28,False,0
6145,riftwall during the holidays,2019-12-16 00:59:10.473648021+00:00,8,18,False,0
9263,doomguy and his bunny part ii: anthro daisy and the doom slayer hanging out in the fortress of doom. (maybe with samuel hayden in the background),2020-11-22 23:57:36.912202643+00:00,8,23,False,0
4850,"for easter, some of the cast dresses up as rabbits.",2019-04-07 21:53:59.690813385+00:00,8,49,False,0
2188,the main four geared up as a squad in pubg,2018-02-04 21:02:50.450958758+00:00,8,44,False,0
8104,sythe stuck in a zoo as an exhibit,2020-08-03 00:57:55.955278487+00:00,8,17,False,0
405,namah and lilith from dreamkeepers,2017-03-26 21:11:16.058936550+00:00,8,54,False,0
415,twokinds crossed with mlp somehow. ¯\_(ツ)_/¯,2017-03-26 22:34:34.531535468+00:00,8,38,False,0
9785,more keidrens in hoodies with fluff butts,2021-01-10 23:48:07.627680180+00:00,8,35,False,0
1304,wrinry gets her wings back.,2017-09-10 21:45:56.745981717+00:00,8,49,False,0
9878,drinking contest part 2: a patron of the bar notices a very drunk windstraw and takes it as their one and only chance to give her a belly rub!,2021-01-25 00:11:09.393622957+00:00,8,27,False,0
10402,ivy dakimakura,2021-04-04 21:41:18.457258680+00:00,8,29,False,0
10148,brutus taken a picture with the actors after his final shot.,2021-02-15 01:53:29.431398233+00:00,8,32,False,0
10422,genderswap sam and colin.,2021-04-04 21:41:18.457258680+00:00,8,34,False,0
6965,good morning adira,2020-04-12 21:15:43.047868213+00:00,8,30,False,0
11333,the biological differences of mekkan's species.,2021-07-04 20:27:06.907783087+00:00,8,20,False,0
12348,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-11-08 02:42:41.081844495+00:00,8,26,False,0
5675,karen asks sythe what he thinks of maren,2019-11-03 22:48:42.405331100+00:00,8,15,False,0
1426,red turned into a canine and getting a tummy rub causing leg kicks.,2017-09-24 22:44:39.598511145+00:00,8,64,False,0
5749,the explorers arrive at the tiger village and receive a warm welcome from the locals,2019-11-11 00:21:52.783873324+00:00,8,14,False,0
1501,mrs. nibbly recovering in a wheel chair,2017-10-08 21:15:16.396712793+00:00,8,46,False,0
10312,ivy dakimakura,2021-03-21 21:11:21.363027135+00:00,8,26,False,0
7465,a wolf soldier and human soldier dueling on the battlefield.,2020-05-24 21:37:30.425027351+00:00,8,26,False,0
1531,eric convinces iris and her friend to pose for a painting. (the tigresses from page 900),2017-10-08 23:35:18.120786584+00:00,8,37,False,0
10494,good morning brutus,2021-04-05 03:28:28.134953503+00:00,8,27,False,0
1509,"team a drawn in a 1930's style, like cuphead",2017-10-08 22:28:37.419139646+00:00,8,40,False,0
11122,good mornig brutus,2021-06-13 23:15:44.876760374+00:00,8,28,False,0
2433,daniels & therie sah-van run away to live together,2018-03-11 20:02:31.818819144+00:00,8,42,False,0
10789,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment.",2021-05-16 23:50:43.445349639+00:00,8,25,False,0
1693,some other male fox keidran,2017-11-05 21:08:56.565389870+00:00,8,58,False,0
7168,doomguy and his bunny 2: the doom slayer and anthro daisy hanging out in the fortress of doom,2020-05-03 22:20:24.390806807+00:00,8,24,False,0
382,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-12-20 04:01:12.673741185+00:00,8,28,False,0
4506,"king adalaide as an unbeatable dungeon boss, or a dark queen look to her. ",2019-02-11 03:12:32.559740454+00:00,8,41,False,0
1770,iris and her friend quiz therie about what she has learned about the humans (daniels).,2017-11-12 22:08:29.456514053+00:00,8,46,False,0
2525,cast auditions to twokinds: the movie.,2018-03-18 22:53:24.968323938+00:00,8,58,False,0
64,windstraw is a star! panel one: windstraw drunkenly poses atop a christmas tree as the tree topper star ornament to the amusement of bar patrons. panel two: windstraw wakes up stuck in the tree the next morning with a hangover to the amusement of amelia. ,2021-12-05 22:24:39.007788718+00:00,8,29,False,0
1779,"karen and maren, a not so normal day in the tavern. because lizardfolk cleric happened/walks in.",2017-11-12 23:17:14.254945839+00:00,8,43,False,0
6509,madelyn reference sheet,2020-02-23 21:16:44.891912683+00:00,8,23,False,0
39,"sequel to camping modern trio: the morning after, the trio decide to take a dip in the nearby forest lake",2021-11-22 03:31:43.409829789+00:00,8,26,False,0
2599,miss nibley to become a general of crabs,2018-04-08 20:25:59.081272032+00:00,8,60,False,0
1908,ms. potts uses a stepladder to pet colin,2017-12-10 22:27:17.769030883+00:00,8,41,False,0
10595,ivy dakimakura,2021-04-12 00:27:15.493609028+00:00,8,30,False,0
11202,the biological differences of mekkan's species.,2021-06-20 21:15:24.791307600+00:00,8,28,False,0
1200,maren bikini pin-up,2017-08-20 19:40:59.041121700+00:00,8,56,False,0
12015,wolfgirl asks human for a date,2021-10-03 21:44:52.285205523+00:00,8,23,False,0
2851,karen takes fem fur red out shopping for some new clothes! (much to red's displeasure),2018-05-13 20:11:31.748206539+00:00,8,57,False,0
3845,karen and magpie marveling at the beauty of a chunk of gold. each for their own reason.,2018-11-18 21:02:03.248951741+00:00,8,53,False,0
3364,scarlet & the other sequential art squirrel girls,2018-08-12 23:20:38.185857563+00:00,8,34,False,0
3511,"the human explorer hugs one of the snow leopard's fluffy tails, causing a minor diplomatic incident",2018-09-09 23:08:08.075558020+00:00,8,46,False,0
3974,karen likes what she sees in magpie's shop. maren doesn't approve.,2018-12-09 21:05:38.320427102+00:00,8,57,False,0
4083,"the pizza guy (from chapter 1 or 2) returns to deliver a pizza to the estate, only to be slain again.",2018-12-16 23:40:15.491671430+00:00,8,47,False,0
2264,ms. nibbly sleeping on karen's face like a kitten,2018-02-11 22:26:15.339837687+00:00,8,49,False,0
11878,"wolf maren cuddling sythe in her sleep, she tells him it’s purely instinct even though she refuses to let go. ",2021-09-13 02:46:18.647019657+00:00,8,24,False,0
876,tigress trance as wonder woman,2017-06-18 21:01:54.182712289+00:00,8,65,False,0
11906,vehra desperately trying to remember herself by feverishly attempting to draw a picture of what she recalls of her home on the isles on the wall of her room. ,2021-09-19 21:52:28.559173218+00:00,8,34,False,0
2980,"after leaving her tribe, therie sah-van joins the guards to protect her new husband.",2018-06-10 20:02:06.470659224+00:00,8,49,False,0
3145,toms birthday: page 92 - redrawn,2018-06-24 21:40:13.463051533+00:00,8,42,False,0
3729,sythe and red get into a fight and the manner's defense mechanism turns sythe into a human woman and red into a white female wolf,2018-10-28 22:08:21.076294047+00:00,8,47,False,0
3587,tigresses reunion (the tigresses discuss about humans),2018-09-17 00:49:23.527949848+00:00,8,42,False,0
4260,"euchre experiments with his perfect transformation, but gets stuck as a basitin.",2019-01-13 21:00:17.472405339+00:00,8,45,False,0
3161,twokinds confirmed for super smash bros ultimate,2018-06-24 22:52:43.225474232+00:00,8,59,False,0
3642,"daniel's, therie & baby on the road: daniel's hunts vs. mamma therie's hunts for food.",2018-10-14 22:31:16.396168483+00:00,8,36,False,0
3612,sam trips into colin’s arms leaving two flushed individuals.,2018-10-14 20:01:09.431946659+00:00,8,53,False,0
4239,unexpected sexual tension manifests when older karen runs into older madelyn in the hot spring.,2019-01-07 00:41:14.453193750+00:00,8,48,False,0
3997,"the wolves of winter, do not enter their woods alone after dark. . .t",2018-12-09 22:36:28.719014969+00:00,8,37,False,0
12102,"wolf maren cuddling sythe in bed, she tells him that it’s purely instinct even though she refuses to let go.",2021-10-04 03:00:58.962350374+00:00,8,22,False,0
7958,erilas teaching a mekkan geography class.,2020-07-13 02:08:37.428424217+00:00,8,20,False,0
3296,squirrel girls from sequential art,2018-08-06 00:29:26.704196201+00:00,8,40,False,0
3232,"sam hid doggy treats in her room and locking herself with colin. ""its a trap!""",2018-07-15 22:41:07.774261574+00:00,8,65,False,0
2929,"the team plays beach ball, on a summer day.",2018-05-20 21:10:33.311171021+00:00,8,42,False,0
9477,hide and seek with ms nibbly! she is hidden somewhere in the picture,2020-12-14 00:53:53.467701093+00:00,8,24,False,0
2420,special massage redux,2018-03-05 00:51:37.134059316+00:00,8,49,False,0
10761,amelia rewards windstraw's hard work at the tavern with some vigorous petting,2021-05-16 21:44:19.145160565+00:00,7,30,False,0
11746,magpie showing off her collection of all mekkan's different currency.,2021-09-06 02:52:27.459815576+00:00,7,24,False,0
10794,seer's daughter first time using her powers,2021-05-17 02:04:17.245532144+00:00,7,22,False,0
4162,"snow leopard village guy returns the gesture by hugging adventurer lady's new fluffy tail, much to her surprise!",2018-12-24 01:00:52.209421607+00:00,7,38,False,0
1204,the twokinds cast dressed as the major characters from borderlands 2,2017-08-20 21:58:45.374652064+00:00,7,47,False,0
10827,brutus ref sheet,2021-05-17 03:16:19.191226354+00:00,7,23,False,0
10115,modern tk world. basitin bois sneaking to peek some keidran feetpaws,2021-02-14 23:56:45.059357751+00:00,7,26,False,0
1258,team a at an arcade.,2017-08-27 20:57:03.531119374+00:00,7,65,False,0
6621,templars attack the tiger village and the explorers must defend their new home - but are they equally committed?,2020-03-08 21:21:14.568796233+00:00,7,12,False,0
10324,karen demands to speak with the manager of twokinds.,2021-03-21 23:42:59.864908997+00:00,7,32,False,0
1824,a fully grown male dragon.,2017-11-19 21:14:00.680232302+00:00,7,61,False,0
5837,sequel to lingerie proposal,2019-11-18 00:26:53.059263870+00:00,7,14,False,0
9944,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment. ",2021-01-25 04:07:26.042456475+00:00,7,26,False,0
4389,what if: sealeen & lynn family portrait,2019-02-03 21:49:19.244231455+00:00,7,57,False,0
1745,eric convinces iris and her friend to pose for a painting. (the tigresses from page 900),2017-11-06 00:53:52.889014155+00:00,7,52,False,0
1772,pet daughter 1.75: graduation,2017-11-12 22:08:29.456514053+00:00,7,54,False,0
4611,what if: sealeen & lynn family portrait,2019-03-03 21:56:58.442548813+00:00,7,50,False,0
9054,"jealous nibbly decides if sythe likes humans, she'll turn human!",2020-10-25 20:06:11.378807296+00:00,7,24,False,0
1942,mrs. nibbly in her nest of stolen underwear,2017-12-17 21:42:52.961444431+00:00,7,49,False,0
11057,amelia finds windstraw taking a bath in the sink along with the dishes she’s supposed to be washing.,2021-06-07 04:25:43.394859826+00:00,7,26,False,0
11018,the biological differences of mekkan's main species.,2021-06-07 00:01:38.061988710+00:00,7,21,False,0
5339,the return of pet daughter: confusion on what to wear on her first date,2019-07-14 23:18:54.643787134+00:00,7,27,False,0
8964,eric sums up his sneptember challenge.,2020-10-18 23:06:48.471237447+00:00,7,26,False,0
11243,rivet from ratchet and clank drawn in tom's style. ,2021-06-20 23:55:06.909045035+00:00,7,23,False,0
4812,"maren gets anthro-nibblified! except she doesn't realise it, and the others are trying to avoid her realising...",2019-03-18 00:58:07.285691107+00:00,7,67,False,0
12074,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-10-04 00:26:54.467537306+00:00,7,21,False,0
11294,can we get a reference sheet for our beach loving crab roberto,2021-06-21 03:57:26.646072361+00:00,7,24,False,0
3597,"dust from ""dust an elysian tail"" dressed as the scariest thing he can think of: fidget. fidget is not amused. bonus points for fidget in a dust costume.",2018-10-14 20:01:09.431946659+00:00,7,50,False,0
1392,"in light of the recent new keidran types, how about a coyote keidran that loves to bake cupcakes",2017-09-18 01:57:11.430304911+00:00,7,42,False,0
11111,the first time humans and basitins encountered each other,2021-06-13 21:22:47.081741799+00:00,7,28,False,0
3659,sythe & red get into a fight & the manner's defense mechanism turns sythe into a human woman & red into a white female wolf,2018-10-14 23:56:12.470600422+00:00,7,31,False,0
1186,no,2017-08-20 19:37:56.065028222+00:00,7,23,False,0
12305,"scarlet doubles down on her bet, loses, and ends up having to spend a week living in a keidran settlement, traditional clothes (or lack therefor of) and all. ",2021-11-08 01:37:11.515622008+00:00,7,28,False,0
9650,"cow sam, tied to a post, is up for ""his"" first milking, and on the job is non-other than brutus. brutus is excited to try something new. sam, not so much.",2021-01-03 21:14:53.136222091+00:00,7,28,False,0
3218,"""dogs playing poker"" famous painting parodied with dog/wolf keidran",2018-07-15 21:16:41.269612983+00:00,7,61,False,0
9015,a dentist's nightmare. dragon comes in for dental check-up,2020-10-19 01:57:21.852372696+00:00,7,24,False,0
3739,the girls run a maid café,2018-10-28 23:28:42.825447599+00:00,7,40,False,0
3295,"redraw of the last panel on comic page 694 from chapter 15, w/ the trio hugging.",2018-08-06 00:29:26.704196201+00:00,7,38,False,0
4534,cute panda/red panda keidran,2019-02-17 21:03:31.311546809+00:00,7,80,False,0
8957,flor meets tigger and tries to bounce on her tail like he can,2020-10-18 20:32:13.816869065+00:00,7,25,False,0
266,"femwolf red tries removing the collar, violating the bet. the collar compels him remove everything but the collar instead. now he has to spend the rest of the bet in the fur.",2021-12-13 02:14:45.900300672+00:00,7,26,False,0
5650,a sequel to lingerie proposal,2019-11-03 21:29:15.077264742+00:00,7,16,False,0
6932,doomguy and his bunny update: the slayer and daisy hanging out in the fortress of doom,2020-04-06 03:08:27.303778320+00:00,7,16,False,0
2398,"karen: the first fourkind! (human, keidran, basitin, & dragon)",2018-03-04 23:25:24.567696766+00:00,7,47,False,0
11489,the biological differences of mekkan's species.,2021-07-11 23:29:12.283586965+00:00,7,24,False,0
5045,wolf,2019-05-05 19:50:41.060852200+00:00,7,7,True,0
9319,"karen shows a different side to herself, telling madelyn about her private fears & insecurities hiding under the happy exterior while they're trapped in the dungeons.",2020-11-23 02:46:32.998892769+00:00,7,25,False,0
1598,magic enforced halloween shenanigans,2017-10-17 00:04:41.882246383+00:00,7,28,False,0
2305,king madness makes good & gives landen all the coffee they can drink,2018-02-18 21:02:14.482272429+00:00,7,49,False,0
1450,team b plays poker,2017-09-25 00:45:17.020158780+00:00,7,41,False,0
12377,"the cast model twokinds fashion, from extravagant mage-wear to noble keidran attire.",2021-11-14 22:12:52.156335557+00:00,7,36,False,0
11599,the human king,2021-07-18 22:49:52.923570191+00:00,7,25,False,0
2633,canary in a neutral mind: a bird moves in behind neutral's mask.,2018-04-09 02:06:48.767839462+00:00,7,23,False,0
9521,sam visits colin's family to celebrate christmas eve together.,2020-12-14 04:34:08.052336153+00:00,7,30,False,0
6162,a husky keidran in a wintry forest.,2019-12-16 02:07:00.966836437+00:00,7,22,False,0
2678,return of the main character from halfkind: tom's pre-comic before twokinds,2018-04-15 22:07:50.650701556+00:00,7,62,False,0
2290,sythe & nibs go on a valentines date.,2018-02-12 01:00:54.622676335+00:00,7,38,False,0
6191,a sequel to lingerie proposal,2020-01-05 21:18:32.504671785+00:00,7,21,False,0
1167,landan the coffee knight,2017-08-13 23:04:50.218377858+00:00,7,50,False,0
426,messenger lynn as phoenix wright (ace attorney),2017-04-09 20:37:55.190532934+00:00,7,54,False,0
3848,the main four enjoy a nice toasty bonfire,2018-11-18 22:38:24.727572343+00:00,7,44,False,0
9464,the chimera swapping out her appendages for more winter-ready alternatives.,2020-12-14 00:53:53.467701093+00:00,7,28,False,0
3877,twokinds cast rockwell thanksgiving,2018-11-19 00:14:34.495572498+00:00,7,40,False,0
5714,"re-draw of the gobble gobble comic page back in november 30, 2013",2019-11-04 02:05:35.654934843+00:00,7,13,False,0
4959,adira meets windstraw kidwell (a forgotten concept character tom made once),2019-04-14 23:42:22.538874529+00:00,7,47,False,0
7754,erilas against the glass.,2020-06-21 22:25:54.960175468+00:00,7,19,False,0
2154,now presenting your majesty nibbly. basically a royal squirrel. ,2018-01-21 23:41:37.367010331+00:00,7,50,False,0
5967,redux of 'gobble gobble',2019-11-25 01:30:56.978097670+00:00,7,16,False,0
6809,the solider from basitin flirting learning how to properly flirt with a basitin.,2020-03-22 21:26:18.542548294+00:00,7,17,False,0
4127,"""good guy"" guy: guy helps a wasted keidran red to the inn, while refusing her drunken curious advances.",2018-12-23 22:35:55.329903608+00:00,7,47,False,0
4014,dark archmage maren,2018-12-09 23:49:58.401174387+00:00,7,42,False,0
8180,the templars have deployed a new tactic to capture feline keidran. the “pspsps” call.,2020-08-09 22:26:50.880524815+00:00,7,28,False,0
6684,"squirrelified maren sequel: maren has the urge to steal everyone's clothing, and starts with scythe.",2020-03-09 01:02:15.533083341+00:00,7,17,False,0
8118,a cute kobold girl!,2020-08-03 02:37:13.738839731+00:00,7,18,False,0
11393,roberto ref. sheet!,2021-07-05 00:19:17.917947528+00:00,7,22,False,0
635,ms. nibbly sleeping on karen's face like a kitten,2017-05-14 19:59:27.436873320+00:00,7,74,False,0
11773,good morning amelia,2021-09-06 04:00:32.176678542+00:00,7,21,False,0
6781,colin and sam from project half-stop get a sudden species swap; sam continues to taunt a fluatered colin.,2020-03-22 20:12:08.336386154+00:00,7,16,False,0
7902,shiro ogami from brand new animal,2020-07-06 02:22:03.453672329+00:00,7,15,False,0
8571,human explorer/snow leopard chieftain's son snuggle for warmth in a cave during a blizzard.,2020-09-13 23:10:45.135656062+00:00,7,23,False,0
6736,"sythe meets squirrel maren, he’s not sure how to feel about the change, but his tail is wagging for some reason.",2020-03-16 02:01:44.401845970+00:00,7,20,False,0
10319,doomguy and his bunny part 2: the slayer and anthro daisy hanging out in the fortress of doom,2021-03-21 21:11:21.363027135+00:00,7,23,False,0
811,lt alice reed having a day off and being cozy in her home.,2017-06-11 21:07:51.221750866+00:00,7,31,False,0
8655,everybody plays among us,2020-09-20 20:12:32.345967329+00:00,7,22,False,0
10361,the biological differences of mekkan's main species.,2021-03-22 01:44:51.115335646+00:00,7,28,False,0
12500,anklet of humanification - the return of vehra,2021-11-22 00:41:04.074092985+00:00,7,24,False,0
4028,genderswapped sam & colin.,2018-12-10 01:01:49.413387669+00:00,7,43,False,0
4044,krystal in full assault gear ready for combat!,2018-12-16 21:08:51.371820962+00:00,7,36,False,0
2070,first victim of the legacy estate's defenses.,2018-01-14 21:52:59.747359845+00:00,7,56,False,0
2844,sythe in diplomatic regalia riding a super sized nibbly doing the akira power slide.,2018-05-13 20:11:31.748206539+00:00,6,49,False,0
1541,a human solider tries to romance a basitin but doesn't know there modest ways.,2017-10-08 23:35:18.120786584+00:00,6,39,False,0
11036,redraw the last panel of page 223 (demon dragon),2021-06-07 02:22:39.990393840+00:00,6,30,False,0
5283,adira as a burlesque dancer,2019-07-14 20:05:02.867498720+00:00,6,19,False,0
1435,renamon either posing for eric or threatening to punch him over a portrait of her.,2017-09-24 22:44:39.598511145+00:00,6,48,False,0
1486,wrinry getting her wings back.,2017-10-08 20:37:12.307080671+00:00,6,46,False,0
5863,"sam asks colin for help getting a book from a high shelf. much to her surprise, colin helps by lifting sam up instead of getting the book down.",2019-11-18 02:24:06.928006854+00:00,6,11,False,0
9852,"nibbly realizes what's going on between maren and sythe, now nibbly tries get between them and stop them from engaging in an intimate moment.",2021-01-24 21:46:14.830651980+00:00,6,34,False,0
1524,a female flying fox keidran for halloween. ,2017-10-08 22:28:37.419139646+00:00,6,46,False,0
1264,scythe trying to teach mrs. nibbly a doggy trick,2017-08-27 23:12:50.243073534+00:00,6,58,False,0
