,name,date,votes,all_votes,winner,win_difference
14974,amelia rewards windstraw's hard work at the tavern with some vigorous petting!,2021-06-21 03:57:26.646072361+00:00,9,27,False,0
2164,genderswap au: tracy's evil smoke hallucination having a freakout/mental breakdown about the pregnancy,2022-01-10 03:24:42.555354954+00:00,9,29,False,0
6090,cast auditions to twokinds the movie,2018-03-04 23:25:24.567696766+00:00,9,46,False,0
2181,sequel to cat maren lingerie: maren decides to provide sythe with some entertainment,2022-01-23 22:27:29.089369203+00:00,9,30,False,0
2084,messenger lynn ref sheet,2022-01-09 23:00:27.859737846+00:00,9,43,False,0
2120,sythe watches a performance of red and the templar theater troupe. ,2022-01-10 01:06:52.932453391+00:00,9,31,False,0
15169,eric reference sheet,2021-07-11 23:29:12.283586965+00:00,9,29,False,0
5705,"sythe tries to fix his ""stupid"" ponytail by changing to a mullet",2018-01-08 00:55:02.466771923+00:00,9,40,False,0
11746,"dog keidrans playing poker, featuring colin. brutus has the perfect poker face, and has most of the winnings for it.",2020-08-02 23:18:11.000629534+00:00,9,18,False,0
1674,"a slightly inebriated windstraw has snuck into the wine barrel themed server vault of white wolf international brewery, mission impossible style, to hack in and steal all of their boozy secrets. windstraw: “all ur booze r belong 2 us!”",2023-01-16 02:34:20.614066041+00:00,9,33,False,0
4046,the modern trio visit a christmas market.,2021-12-20 04:01:12.673741185+00:00,9,24,False,0
11282,sam and colin switch species. and both of them are really shocked about it.,2020-06-08 00:29:37.777637370+00:00,9,20,False,0
5218,renamon posing for a painting done by eric.,2017-10-08 23:35:18.120786584+00:00,9,34,False,0
3710,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-11-22 03:31:43.409829789+00:00,9,23,False,0
10372,squirelfied maren sequel: maren runs off with everyone else's clothes.,2020-03-15 21:25:37.810727146+00:00,9,22,False,0
1977,"a basitin blacksmith unveils his new invention, a helmet that encases the ears!",2022-01-02 22:03:52.026131685+00:00,9,33,False,0
10579,the solider from basitin flirting learning how to properly flirt with a basitin.,2020-04-05 22:53:34.275536392+00:00,9,18,False,0
12092,a dentist's nightmare. dragon comes in for dental check-up,2020-08-24 02:02:47.368074741+00:00,9,23,False,0
5400,"karen and maren, a not so normal day in the tavern. because lizardfolk cleric happened/walks in.",2017-11-05 23:41:15.188261834+00:00,9,45,False,0
5594,sythe and maren strolling through a park holding hands on a cold wintry night.,2017-12-10 23:59:31.185977806+00:00,9,41,False,0
12559,"tk history: sythe's first summer living in a human village, as described in page 828.",2020-10-11 22:17:56.637093837+00:00,9,29,False,0
11486,the explorers study ancient wall paintings in company of tigress.,2020-06-22 00:57:07.820330030+00:00,9,15,False,0
2028,"chimera celebrates new year's eve with the others and when they throw the first firecrackers, chimera and the stoneward bring the firecrackers back to the horror of the others",2022-01-03 01:21:54.054735012+00:00,9,26,False,0
1734,eris visits the mansion and indirectly asks if they might have seen their chimera project,2023-01-22 22:25:47.241303313+00:00,9,27,False,0
11528,"growing accustomed to her new form and appetite, the snow leopardess explorer enjoys a relaxing swim and snack from the villages sacred koi pond. ",2020-07-05 22:51:21.383213788+00:00,9,23,False,0
5518,the main group as dragons.,2017-11-19 23:22:03.372882825+00:00,9,46,False,0
5412,adira posing for a surprised nature documentary crew.,2017-11-06 00:53:52.889014155+00:00,9,47,False,0
13284,"the cast of twokinds doing the peanuts christmas dance from ""merry christmas charlie brown""",2020-12-21 01:06:09.453252342+00:00,9,18,False,0
1550,"sythe and maren are about to kiss under the magical mistletoe, but nibs pops up between them blocking the smooch.",2022-12-19 00:19:04.429826305+00:00,9,24,False,0
10809,snow leopard village explorer tries to entice her snow leopard crush by getting re-transformed,2020-04-20 01:34:22.720060450+00:00,9,20,False,0
4088,twokinds characters wearing merchandise from major colleges that their species is a mascot of,2017-03-26 22:34:34.531535468+00:00,9,41,False,0
5017,group b pixie pranks: sythe and maren get body swapped,2017-09-11 00:39:54.289772470+00:00,9,43,False,0
16110,red has to apologize to the chimera. he has to invite her to buy clothes with the girls,2021-11-15 02:19:22.778723592+00:00,9,26,False,0
1375,northern basitin gives her snow wolf the big news with nat doing a spit take over hearing the conversation. a comic scene before and after the big news,2022-11-14 03:32:51.845583927+00:00,9,36,False,0
8594,nibbly has secretly been tending to a bouquet of precious baby squirrelies. sythe finds out.,2019-04-14 20:02:02.309131876+00:00,9,44,False,0
8549,cathleen telling cornelius she’s pregnant ,2019-04-07 23:15:36.110761204+00:00,9,46,False,0
5059,"red turned into a canine keidran and (tummy rub, scratched behind the ear, etc.) where one of his legs kicks.",2017-09-18 00:20:58.303190348+00:00,9,46,False,0
13434,sam and colin going on there first date together.,2021-01-10 21:09:37.664629091+00:00,9,28,False,0
10260,"sythe in regalia providing diplomatic relations ""advice"" to the basitin trio. lynn is studiously taking notes, but the other two are more suspicious.",2020-02-24 02:36:52.540272079+00:00,9,21,False,0
1406,scythe and wolf maren sharing a tender embrace together while in their sleep,2022-12-11 23:18:39.516426119+00:00,9,25,False,0
10193,karen teases maren about her crush on sythe while she is denying it,2020-02-23 21:16:44.891912683+00:00,9,19,False,0
15928,the modern trio visit mekkan's greatest natural wonder.,2021-11-07 21:41:39.711915110+00:00,9,30,False,0
14438,the biological differences of mekkan's 3 main species.,2021-05-16 21:44:19.145160565+00:00,9,31,False,0
15400,erilas doing the jackopose trend,2021-09-06 01:03:22.428715979+00:00,9,25,False,0
8599,mrs nibbly as a human,2019-04-14 20:02:02.309131876+00:00,9,53,False,0
8657,tk characters as fellowship of the ring.,2019-04-15 01:10:36.200149732+00:00,9,37,False,0
4586,several characters get their top and bottom halves swapped with one another.,2017-06-25 19:38:15.280507769+00:00,9,47,False,0
4717,stargate meets twokinds,2017-07-16 22:59:00.818940323+00:00,9,31,False,0
4665,triplets in the masquerade at the beach to keep it summer-themed.,2017-07-09 22:09:12.800429657+00:00,9,59,False,0
3029,"nibbly got magic pen, bad days comes to all sythe enemies.",2022-06-06 00:07:33.334822752+00:00,9,35,False,0
3472,chimera meet stoneward,2022-04-11 00:17:05.668694114+00:00,9,35,False,0
15760,twokinds halloween 2012 redux,2021-10-04 00:26:54.467537306+00:00,9,20,False,0
8568,euchre reference sheet.,2019-04-08 00:52:05.462310872+00:00,9,44,False,0
6974,squirrel girls from sequential art,2018-08-06 00:29:26.704196201+00:00,8,40,False,0
6328,"sealeen tries to use her potions to brew coffee for landen, but it goes horribly wrong.",2018-04-15 20:04:28.540722771+00:00,8,63,False,0
10643,good morning adira,2020-04-12 21:15:43.047868213+00:00,8,30,False,0
1735,in a first panel windstraw struggles to reach a doorknob because she’s too short with amelia chuckling in the background. in a second panel amelia helps windstraw open the door by holding her up so she can reach it,2023-01-22 22:25:47.241303313+00:00,8,30,False,0
14880,the biological differences of mekkan's species.,2021-06-20 21:15:24.791307600+00:00,8,28,False,0
13155,hide and seek with ms nibbly! she is hidden somewhere in the picture,2020-12-14 00:53:53.467701093+00:00,8,24,False,0
7042,scarlet & the other sequential art squirrel girls,2018-08-12 23:20:38.185857563+00:00,8,34,False,0
11941,sythe stuck in a zoo as an exhibit.,2020-08-16 22:34:35.164541116+00:00,8,24,False,0
9353,karen asks sythe what he thinks of maren,2019-11-03 22:48:42.405331100+00:00,8,15,False,0
15780,"wolf maren cuddling sythe in bed, she tells him that it’s purely instinct even though she refuses to let go.",2021-10-04 03:00:58.962350374+00:00,8,22,False,0
12941,doomguy and his bunny part ii: anthro daisy and the doom slayer hanging out in the fortress of doom. (maybe with samuel hayden in the background),2020-11-22 23:57:36.912202643+00:00,8,23,False,0
10187,madelyn reference sheet,2020-02-23 21:16:44.891912683+00:00,8,23,False,0
7938,"euchre experiments with his perfect transformation, but gets stuck as a basitin.",2019-01-13 21:00:17.472405339+00:00,8,45,False,0
7917,unexpected sexual tension manifests when older karen runs into older madelyn in the hot spring.,2019-01-07 00:41:14.453193750+00:00,8,48,False,0
3796,"the northern basitin huntress finally has the artic wolf for dinner, with him sitting at a table with some dinner and other basitin around the table her beside him. ",2021-12-06 02:08:43.772091416+00:00,8,28,False,0
9427,the explorers arrive at the tiger village and receive a warm welcome from the locals,2019-11-11 00:21:52.783873324+00:00,8,14,False,0
6359,kei is turned into a wolf keidran and is arrested by his own men.,2018-04-15 22:07:50.650701556+00:00,8,83,False,0
15693,wolfgirl asks human for a date,2021-10-03 21:44:52.285205523+00:00,8,23,False,0
677,how young matriach dahlia met her husband ,2022-09-12 02:05:55.116992351+00:00,8,31,False,0
15308,roberto reference sheet!,2021-07-19 00:38:39.758861199+00:00,8,23,False,0
547,a background about red’s sword where he finds a sword in the stone only for it to snap and to grab a new one at the store,2022-09-05 01:22:22.568898269+00:00,8,27,False,0
2272,sirius forgot something but sees it as unimportant. queue next scene with the store clerk he tied up from page 29 as a skeleton.,2022-01-24 04:37:03.464399718+00:00,8,18,False,0
8528,"for easter, some of the cast dresses up as rabbits.",2019-04-07 21:53:59.690813385+00:00,8,49,False,0
6203,cast auditions to twokinds: the movie.,2018-03-18 22:53:24.968323938+00:00,8,58,False,0
6607,"the team plays beach ball, on a summer day.",2018-05-20 21:10:33.311171021+00:00,8,42,False,0
16026,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-11-08 02:42:41.081844495+00:00,8,26,False,0
6277,miss nibley to become a general of crabs,2018-04-08 20:25:59.081272032+00:00,8,60,False,0
8712,"a tigress noble joins two male human cartographers map out the tiger territory, similar to lewis and clark with sacajawea. possible journal entry of the human explorers.",2019-04-22 01:36:42.220640701+00:00,8,58,False,0
7189,"the human explorer hugs one of the snow leopard's fluffy tails, causing a minor diplomatic incident",2018-09-09 23:08:08.075558020+00:00,8,46,False,0
1403,"idle stream screen: windstraw wide web, a slightly inebriated windstraw (perhaps holding a liquor flask in one paw) has snuck into the wine barrel themed server vault of white wolf international brewery, mission impossible style, to hack in and steal all of their boozy secrets., windstraw: “all ur booze r belong 2 us!”",2022-12-11 23:18:39.516426119+00:00,8,31,False,0
6529,karen takes fem fur red out shopping for some new clothes! (much to red's displeasure),2018-05-13 20:11:31.748206539+00:00,8,57,False,0
1709,captain jenny relaxes in her cabin by leaning on a chair with her hands behind her head and legs on her desk.,2023-01-16 04:10:55.128696558+00:00,8,30,False,0
9823,riftwall during the holidays,2019-12-16 00:59:10.473648021+00:00,8,18,False,0
11782,sythe stuck in a zoo as an exhibit,2020-08-03 00:57:55.955278487+00:00,8,17,False,0
15556,"wolf maren cuddling sythe in her sleep, she tells him it’s purely instinct even though she refuses to let go. ",2021-09-13 02:46:18.647019657+00:00,8,24,False,0
6658,"after leaving her tribe, therie sah-van joins the guards to protect her new husband.",2018-06-10 20:02:06.470659224+00:00,8,49,False,0
1792,"red and sythe reflect on how being forced to work together to survive has changed them, with red especially realising what an arse he was, and sythe snarkily assuring him that he's slowly...slowly getting better about it.",2023-01-23 01:31:12.777737071+00:00,8,32,False,0
104,dakimakura cassidy ,2022-07-18 03:29:42.841282423+00:00,8,30,False,0
15584,vehra desperately trying to remember herself by feverishly attempting to draw a picture of what she recalls of her home on the isles on the wall of her room. ,2021-09-19 21:52:28.559173218+00:00,8,34,False,0
11636,erilas teaching a mekkan geography class.,2020-07-13 02:08:37.428424217+00:00,8,20,False,0
1205,"""twokinds high boys discussing the new videos made by a suspiciously familiar fox streamer who dropped out of college to make videos online, an easter egg in the game mayhaps?""",2022-11-06 23:26:20.034835410+00:00,8,30,False,0
7652,karen likes what she sees in magpie's shop. maren doesn't approve.,2018-12-09 21:05:38.320427102+00:00,8,57,False,0
4363,templar airship (existence totally confirmed on pg34),2017-05-21 19:39:13.796519062+00:00,8,61,False,0
4375,diplomat sythe regrets his life choices as he is buried in paperwork.,2017-05-21 21:12:45.581820782+00:00,8,69,False,0
14100,genderswap sam and colin.,2021-04-04 21:41:18.457258680+00:00,8,34,False,0
4428,wrinry getting here wings back.,2017-06-05 01:50:14.107903050+00:00,8,37,False,0
4366,sythe snoozing in a field of flowers with nibbly,2017-05-21 19:39:13.796519062+00:00,8,71,False,0
14080,ivy dakimakura,2021-04-04 21:41:18.457258680+00:00,8,29,False,0
7675,"the wolves of winter, do not enter their woods alone after dark. . .t",2018-12-09 22:36:28.719014969+00:00,8,37,False,0
13826,brutus taken a picture with the actors after his final shot.,2021-02-15 01:53:29.431398233+00:00,8,32,False,0
7761,"the pizza guy (from chapter 1 or 2) returns to deliver a pizza to the estate, only to be slain again.",2018-12-16 23:40:15.491671430+00:00,8,47,False,0
13990,ivy dakimakura,2021-03-21 21:11:21.363027135+00:00,8,26,False,0
4554,tigress trance as wonder woman,2017-06-18 21:01:54.182712289+00:00,8,65,False,0
5866,the main four geared up as a squad in pubg,2018-02-04 21:02:50.450958758+00:00,8,44,False,0
7290,sam trips into colin’s arms leaving two flushed individuals.,2018-10-14 20:01:09.431946659+00:00,8,53,False,0
3074,holding windstraw like a baby and her reaction (if she likes you),2022-06-12 22:40:53.442597340+00:00,8,33,False,0
6098,special massage redux,2018-03-05 00:51:37.134059316+00:00,8,49,False,0
6111,daniels & therie sah-van run away to live together,2018-03-11 20:02:31.818819144+00:00,8,42,False,0
6171,the female main character from the halfkind comic returns!,2018-03-18 19:59:43.494371184+00:00,8,48,False,0
5912,nibbly gets a small pile of acorns and is ecstatic.,2018-02-05 00:02:59.133891030+00:00,8,39,False,0
3146,"eric snoops around the oasis room and finds the master control panel. he changes the beach setting to ""ladies only"", and the men are suddenly compliant to the new standard.",2022-06-13 02:42:38.124486035+00:00,8,24,False,0
7320,"daniel's, therie & baby on the road: daniel's hunts vs. mamma therie's hunts for food.",2018-10-14 22:31:16.396168483+00:00,8,36,False,0
7265,tigresses reunion (the tigresses discuss about humans),2018-09-17 00:49:23.527949848+00:00,8,42,False,0
15011,the biological differences of mekkan's species.,2021-07-04 20:27:06.907783087+00:00,8,20,False,0
14273,ivy dakimakura,2021-04-12 00:27:15.493609028+00:00,8,30,False,0
6910,"sam hid doggy treats in her room and locking herself with colin. ""its a trap!""",2018-07-15 22:41:07.774261574+00:00,8,65,False,0
5104,red turned into a canine and getting a tummy rub causing leg kicks.,2017-09-24 22:44:39.598511145+00:00,8,64,False,0
3639,"all species orphanage caretaker's origin: she was a researcher for the templars, back when mary silverlock was still grand templar. she joined them to gain resources, in order to achieve her goal of helping keidran live longer and basitin use magic.",2022-05-01 22:54:02.793886292+00:00,8,29,False,0
4775,female characters back fur patterns,2017-07-30 22:57:43.397246745+00:00,8,49,False,0
3591,"all species orphanage caretaker's backstory: she was originally a templar scientist, researching ways on improving keidran's lifespans and basitins using magic. her ""reasons"" on paper was using them as test subjects to make humans stronger, when she's really helping keidran and basitin.",2022-04-18 03:45:19.996744630+00:00,8,32,False,0
3422,a lesson on the different languages in the comic,2022-04-10 21:26:43.481125086+00:00,8,24,False,0
3413,good morning viper girl from xcom 2,2022-04-04 03:45:27.046186313+00:00,8,24,False,0
4878,maren bikini pin-up,2017-08-20 19:40:59.041121700+00:00,8,56,False,0
14467,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment.",2021-05-16 23:50:43.445349639+00:00,8,25,False,0
13556,drinking contest part 2: a patron of the bar notices a very drunk windstraw and takes it as their one and only chance to give her a belly rub!,2021-01-25 00:11:09.393622957+00:00,8,27,False,0
4729,group a at the beach since it is summer,2017-07-17 00:57:17.838166493+00:00,8,33,False,0
13463,more keidrens in hoodies with fluff butts,2021-01-10 23:48:07.627680180+00:00,8,35,False,0
4330,adira mothers day gift,2017-05-14 22:23:48.194370767+00:00,8,51,False,0
7523,karen and magpie marveling at the beauty of a chunk of gold. each for their own reason.,2018-11-18 21:02:03.248951741+00:00,8,53,False,0
14172,good morning brutus,2021-04-05 03:28:28.134953503+00:00,8,27,False,0
4083,namah and lilith from dreamkeepers,2017-03-26 21:11:16.058936550+00:00,8,54,False,0
4093,twokinds crossed with mlp somehow. ¯\_(ツ)_/¯,2017-03-26 22:34:34.531535468+00:00,8,38,False,0
4982,wrinry gets her wings back.,2017-09-10 21:45:56.745981717+00:00,8,49,False,0
232,"nibbly got a magic pen, bad days comes to all sythe enemies.",2022-08-08 03:59:13.438573251+00:00,8,21,False,0
2648,detritus ref sheet,2022-03-20 21:23:22.833219684+00:00,8,22,False,0
7407,sythe and red get into a fight and the manner's defense mechanism turns sythe into a human woman and red into a white female wolf,2018-10-28 22:08:21.076294047+00:00,8,47,False,0
5457,"karen and maren, a not so normal day in the tavern. because lizardfolk cleric happened/walks in.",2017-11-12 23:17:14.254945839+00:00,8,43,False,0
6823,toms birthday: page 92 - redrawn,2018-06-24 21:40:13.463051533+00:00,8,42,False,0
10846,doomguy and his bunny 2: the doom slayer and anthro daisy hanging out in the fortress of doom,2020-05-03 22:20:24.390806807+00:00,8,24,False,0
5448,iris and her friend quiz therie about what she has learned about the humans (daniels).,2017-11-12 22:08:29.456514053+00:00,8,46,False,0
8184,"king adalaide as an unbeatable dungeon boss, or a dark queen look to her. ",2019-02-11 03:12:32.559740454+00:00,8,41,False,0
5209,eric convinces iris and her friend to pose for a painting. (the tigresses from page 900),2017-10-08 23:35:18.120786584+00:00,8,37,False,0
5586,ms. potts uses a stepladder to pet colin,2017-12-10 22:27:17.769030883+00:00,8,41,False,0
2810,good morning sythe.,2022-05-16 01:26:41.097484947+00:00,8,27,False,0
5187,"team a drawn in a 1930's style, like cuphead",2017-10-08 22:28:37.419139646+00:00,8,40,False,0
445,"nibbly got a magic pen, bad days comes to all sythe enemies.",2022-08-21 23:34:24.366554256+00:00,8,35,False,0
14800,good mornig brutus,2021-06-13 23:15:44.876760374+00:00,8,28,False,0
3717,"sequel to camping modern trio: the morning after, the trio decide to take a dip in the nearby forest lake",2021-11-22 03:31:43.409829789+00:00,8,26,False,0
3742,windstraw is a star! panel one: windstraw drunkenly poses atop a christmas tree as the tree topper star ornament to the amusement of bar patrons. panel two: windstraw wakes up stuck in the tree the next morning with a hangover to the amusement of amelia. ,2021-12-05 22:24:39.007788718+00:00,8,29,False,0
7873,(sam & colin watch tv followup) sam&colin meet their favorite 2k actors. sam fangirls out.,2019-01-06 21:02:45.352787166+00:00,8,48,False,0
10492,eric ref sheet,2020-03-22 21:26:18.542548294+00:00,8,20,False,0
11143,a wolf soldier and human soldier dueling on the battlefield.,2020-05-24 21:37:30.425027351+00:00,8,26,False,0
4060,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-12-20 04:01:12.673741185+00:00,8,28,False,0
6839,twokinds confirmed for super smash bros ultimate,2018-06-24 22:52:43.225474232+00:00,8,59,False,0
6440,"everyone’s winter coats have started shedding off, now everything is coated in a layer of fur",2018-04-22 23:54:33.127622235+00:00,8,38,False,0
5179,mrs. nibbly recovering in a wheel chair,2017-10-08 21:15:16.396712793+00:00,8,46,False,0
5942,ms. nibbly sleeping on karen's face like a kitten,2018-02-11 22:26:15.339837687+00:00,8,49,False,0
2860,"date maren and sythe in the park. maren doesn't know keidran dating customs and therefore very worried. she couldn't think of anything better than throwing a stick. surprisingly, it actually works.",2022-05-22 22:02:51.981967835+00:00,8,29,False,0
593,nib nab with adira and amelia,2022-09-11 22:19:54.244874106+00:00,8,31,False,0
1445,magic 101 follow up: showing how spells are made and the first ones figured out by the templar and keidran.,2022-12-12 02:27:26.702439415+00:00,8,31,False,0
3654,good morning madelyn,2022-05-02 00:07:11.600089930+00:00,8,26,False,0
5371,some other male fox keidran,2017-11-05 21:08:56.565389870+00:00,8,58,False,0
6973,"redraw of the last panel on comic page 694 from chapter 15, w/ the trio hugging.",2018-08-06 00:29:26.704196201+00:00,7,38,False,0
2088,"karen gains a new set of ears, this time the basitin variant ‒ and finds them quite sensitive to the touch.",2022-01-09 23:00:27.859737846+00:00,7,33,False,0
3040,good morning wolf maren,2022-06-06 01:45:44.669532713+00:00,7,34,False,0
1433,"chibi twokinds: mini versions of the cast of twokinds doing the peanuts christmas dance from ""merry christmas charlie brown""",2022-12-12 00:38:56.818447226+00:00,7,29,False,0
2067,"amelia invites windstraw's sister, nightstar, to a new year's celebration party, only to find out how much more troublesome two drunk cats are than one",2022-01-03 02:36:57.142868110+00:00,7,32,False,0
245,"all species orphanage caretaker's origin: she was a researcher for the templars, back when mary silverlock was still grand templar. she joined them to gain their resources; to achieve her goal in helping keidran live longer and basitin use magic.",2022-08-08 03:59:13.438573251+00:00,7,23,False,0
2455,what did the first dragon look like?,2022-02-21 02:36:27.654242833+00:00,7,32,False,0
2142,"amelia invites windstraw's sister, nightstar, to a new year's celebration party, only to find out how much more troublesome two drunk cats are than one",2022-01-10 02:13:06.329640715+00:00,7,25,False,0
6896,"""dogs playing poker"" famous painting parodied with dog/wolf keidran",2018-07-15 21:16:41.269612983+00:00,7,61,False,0
3405,good morning wolf maren,2022-04-04 03:45:27.046186313+00:00,7,28,False,0
1928,"chimera goes ""shopping"" for new body parts in a destroyed keidran village. ""oh, this top looks cute""",2023-02-06 03:40:54.040440236+00:00,7,26,False,0
1305,good morning erilas,2022-11-14 00:29:58.461256435+00:00,7,30,False,0
1335,"diplomatic mishap, sythe and maren visit the eastern basitins but are dressed for the west",2022-11-14 01:49:06.072165533+00:00,7,20,False,0
1019,"sythe has fallen off his bike, but maren is there to kiss him and make it all better.",2022-10-17 02:55:10.829750173+00:00,7,24,False,0
254,"redraw of pants-free-policy, only with therie carrying daniels' pants in her mouth.",2022-08-14 20:57:32.293922454+00:00,7,28,False,0
2152,"what a party! the snow wolf and northern basitin wake in a vary messed up room and lots of bottles and both of them in bed together, and notice the snow leopard couple making breakfast",2022-01-10 03:24:42.555354954+00:00,7,29,False,0
2157,carver successfully assimilated by the western basitin ladies,2022-01-10 03:24:42.555354954+00:00,7,29,False,0
14735,amelia finds windstraw taking a bath in the sink along with the dishes she’s supposed to be washing.,2021-06-07 04:25:43.394859826+00:00,7,26,False,0
414,good morning seraphina,2022-08-21 22:06:48.163339693+00:00,7,28,False,0
3003,chimera becomes a new grand templar,2022-06-05 23:11:26.059694474+00:00,7,28,False,0
1282,"cat clan spies are having a drink at riftwall tavern. one is looking defeated while wearing a post-surgery cone, the other is laughing about it.",2022-11-13 22:38:34.206551480+00:00,7,39,False,0
1243,"chimera with her cart and bonesaw goes ""shopping"" for new body parts in a destroyed keidran village. ""oh, this top looks cute""",2022-11-07 01:42:15.166659099+00:00,7,32,False,0
1322,gangster au: '20s speakeasy matron amelia and feather-headband flashy-outfit server windstraw,2022-11-14 00:29:58.461256435+00:00,7,39,False,0
14789,the first time humans and basitins encountered each other,2021-06-13 21:22:47.081741799+00:00,7,28,False,0
16178,anklet of humanification - the return of vehra,2021-11-22 00:41:04.074092985+00:00,7,24,False,0
3944,"femwolf red tries removing the collar, violating the bet. the collar compels him remove everything but the collar instead. now he has to spend the rest of the bet in the fur.",2021-12-13 02:14:45.900300672+00:00,7,26,False,0
1564,"chimera with her cart and bonesaw goes ""shopping"" for new body parts in a destroyed keidran village. ""oh, this top looks cute""",2022-12-19 02:42:37.873991200+00:00,7,34,False,0
3389,sam and colin play out in the spring rain.,2022-04-04 01:53:09.731093482+00:00,7,28,False,0
3351,good morning bunny girl.,2022-04-04 00:40:30.766456842+00:00,7,25,False,0
4936,team a at an arcade.,2017-08-27 20:57:03.531119374+00:00,7,65,False,0
5070,"in light of the recent new keidran types, how about a coyote keidran that loves to bake cupcakes",2017-09-18 01:57:11.430304911+00:00,7,42,False,0
5128,team b plays poker,2017-09-25 00:45:17.020158780+00:00,7,41,False,0
12635,flor meets tigger and tries to bounce on her tail like he can,2020-10-18 20:32:13.816869065+00:00,7,25,False,0
14921,rivet from ratchet and clank drawn in tom's style. ,2021-06-20 23:55:06.909045035+00:00,7,23,False,0
9017,the return of pet daughter: confusion on what to wear on her first date,2019-07-14 23:18:54.643787134+00:00,7,27,False,0
14439,amelia rewards windstraw's hard work at the tavern with some vigorous petting,2021-05-16 21:44:19.145160565+00:00,7,30,False,0
14696,the biological differences of mekkan's main species.,2021-06-07 00:01:38.061988710+00:00,7,21,False,0
4882,the twokinds cast dressed as the major characters from borderlands 2,2017-08-20 21:58:45.374652064+00:00,7,47,False,0
5620,mrs. nibbly in her nest of stolen underwear,2017-12-17 21:42:52.961444431+00:00,7,49,False,0
15752,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-10-04 00:26:54.467537306+00:00,7,21,False,0
8289,what if: sealeen & lynn family portrait,2019-03-03 21:56:58.442548813+00:00,7,50,False,0
8490,"maren gets anthro-nibblified! except she doesn't realise it, and the others are trying to avoid her realising...",2019-03-18 00:58:07.285691107+00:00,7,67,False,0
4864,no,2017-08-20 19:37:56.065028222+00:00,7,23,False,0
14472,seer's daughter first time using her powers,2021-05-17 02:04:17.245532144+00:00,7,22,False,0
15277,the human king,2021-07-18 22:49:52.923570191+00:00,7,25,False,0
10610,doomguy and his bunny update: the slayer and daisy hanging out in the fortress of doom,2020-04-06 03:08:27.303778320+00:00,7,16,False,0
13622,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment. ",2021-01-25 04:07:26.042456475+00:00,7,26,False,0
4845,landan the coffee knight,2017-08-13 23:04:50.218377858+00:00,7,50,False,0
12333,everybody plays among us,2020-09-20 20:12:32.345967329+00:00,7,22,False,0
12732,"jealous nibbly decides if sythe likes humans, she'll turn human!",2020-10-25 20:06:11.378807296+00:00,7,24,False,0
5832,now presenting your majesty nibbly. basically a royal squirrel. ,2018-01-21 23:41:37.367010331+00:00,7,50,False,0
12249,human explorer/snow leopard chieftain's son snuggle for warmth in a cave during a blizzard.,2020-09-13 23:10:45.135656062+00:00,7,23,False,0
11432,erilas against the glass.,2020-06-21 22:25:54.960175468+00:00,7,19,False,0
5983,king madness makes good & gives landen all the coffee they can drink,2018-02-18 21:02:14.482272429+00:00,7,49,False,0
6076,"karen: the first fourkind! (human, keidran, basitin, & dragon)",2018-03-04 23:25:24.567696766+00:00,7,47,False,0
5748,first victim of the legacy estate's defenses.,2018-01-14 21:52:59.747359845+00:00,7,56,False,0
12693,a dentist's nightmare. dragon comes in for dental check-up,2020-10-19 01:57:21.852372696+00:00,7,24,False,0
12642,eric sums up his sneptember challenge.,2020-10-18 23:06:48.471237447+00:00,7,26,False,0
11580,shiro ogami from brand new animal,2020-07-06 02:22:03.453672329+00:00,7,15,False,0
5968,sythe & nibs go on a valentines date.,2018-02-12 01:00:54.622676335+00:00,7,38,False,0
15451,good morning amelia,2021-09-06 04:00:32.176678542+00:00,7,21,False,0
14039,the biological differences of mekkan's main species.,2021-03-22 01:44:51.115335646+00:00,7,28,False,0
5276,magic enforced halloween shenanigans,2017-10-17 00:04:41.882246383+00:00,7,28,False,0
14002,karen demands to speak with the manager of twokinds.,2021-03-21 23:42:59.864908997+00:00,7,32,False,0
4104,messenger lynn as phoenix wright (ace attorney),2017-04-09 20:37:55.190532934+00:00,7,54,False,0
4313,ms. nibbly sleeping on karen's face like a kitten,2017-05-14 19:59:27.436873320+00:00,7,74,False,0
11796,a cute kobold girl!,2020-08-03 02:37:13.738839731+00:00,7,18,False,0
11858,the templars have deployed a new tactic to capture feline keidran. the “pspsps” call.,2020-08-09 22:26:50.880524815+00:00,7,28,False,0
13997,doomguy and his bunny part 2: the slayer and anthro daisy hanging out in the fortress of doom,2021-03-21 21:11:21.363027135+00:00,7,23,False,0
4489,lt alice reed having a day off and being cozy in her home.,2017-06-11 21:07:51.221750866+00:00,7,31,False,0
13142,the chimera swapping out her appendages for more winter-ready alternatives.,2020-12-14 00:53:53.467701093+00:00,7,28,False,0
14972,can we get a reference sheet for our beach loving crab roberto,2021-06-21 03:57:26.646072361+00:00,7,24,False,0
10414,"sythe meets squirrel maren, he’s not sure how to feel about the change, but his tail is wagging for some reason.",2020-03-16 02:01:44.401845970+00:00,7,20,False,0
